BearID,year,MatLitID,sex,age,repro,N15,mass,headcirc,cort.kit,dam,Family.ID,cort,C13.suess,condition,fYEAR,fAGE,LitCort,LitCond,LitNit,MatCort,MatCond,Matd15N,CortRat,CondRat,NitRat
W0004,1999,W0004.1999,F,6,WithCubs,4.62,95,59,1,NA,W0004.1999,5.0114,-22.652,1.610169492,1999,6,4.36,0.98,5.44,5.0114,1.61,4.62,1.14940367,1.643030094,0.849264706
W0005,1999,,M,1,WithMother,5.44,45,46,1,W0004,W0004.1999,4.3646,-22.822,0.97826087,1999,1,4.36,0.98,5.44,,,,1.001055046,0.998225378,1
W0004,2001,W0004.2001,F,8,WithCubs,4.27,86,60,1,NA,W0004.2001,5.2956,-22.728,1.433333333,2001,8,5.34,0.61,4.71,5.2956,1.43,4.27,0.991685393,2.349726775,0.906581741
W0213,2001,,M,1,WithMother,4.69,24,42.5,1,W0004,W0004.2001,5.374,-22.978,0.564705882,2001,1,5.34,0.61,4.71,,,,1.006367041,0.925747348,0.995753715
W0214,2001,,F,1,WithMother,4.72,27,41.5,1,W0004,W0004.2001,5.3152,-23.038,0.65060241,2001,1,5.34,0.61,4.71,,,,0.995355805,1.066561328,1.002123142
W0004,2003,W0004.2003,F,10,WithCubs,4.02,95,62,2,NA,W0004.2003,6.34,-22.844,1.532258065,2003,10,8.21,0.68,4.46,6.34,1.53,4.02,0.772228989,2.253320684,0.901345291
W0422,2003,,F,1,WithMother,4.36,27,40,2,W0004,W0004.2003,7.75,-23.154,0.675,2003,1,8.21,0.68,4.46,,,,0.943970767,0.992647059,0.977578475
W0408,2003,,M,1,WithMother,4.56,29,42.5,2,W0004,W0004.2003,8.66,-23.254,0.682352941,2003,1,8.21,0.68,4.46,,,,1.054811206,1.003460207,1.022421525
W0004,2005,W0004.2005,F,12,WithCubs,4.47,95,64,1,NA,W0004.2005,5.913,-22.93,1.484375,2005,12,7.51,0.71,4.57,5.913,1.48,4.47,0.7873502,2.090669014,0.978118162
W0004,2007,W0004.2007,F,14,WithCubs,4.24,88,65,1,NA,W0004.2007,4.835,-22.966,1.353846154,2007,14,7.33,0.5,4.86,4.835,1.35,4.24,0.659618008,2.707692308,0.872427984
W0812,2007,,M,1,WithMother,4.81,16,38,1,W0004,W0004.2007,7.6476,-23.126,0.421052632,2007,1,7.33,0.5,4.86,,,,1.043328786,0.842105264,0.989711934
W0811,2007,,M,1,WithMother,4.83,22,42,1,W0004,W0004.2007,6.06,-23.106,0.523809524,2007,1,7.33,0.5,4.86,,,,0.826739427,1.047619048,0.99382716
W0810,2007,,M,1,WithMother,4.95,24,43,1,W0004,W0004.2007,8.2748,-23.206,0.558139535,2007,1,7.33,0.5,4.86,,,,1.128894952,1.11627907,1.018518519
W0812,2008,,M,2,WithMother,3.9,39,47,2,W0004,W0004.2008,11.08,-22.844,0.829787234,2008,2,9.71,0.91,3.97,,,,1.141091658,0.911854103,0.982367758
W0811,2008,,M,2,WithMother,3.96,45,48,2,W0004,W0004.2008,9.97,-22.754,0.9375,2008,2,9.71,0.91,3.97,,,,1.026776519,1.03021978,0.997481108
W0810,2008,,M,2,WithMother,4.06,48,50,2,W0004,W0004.2008,8.09,-22.764,0.96,2008,2,9.71,0.91,3.97,,,,0.833161689,1.054945055,1.022670025
W0010,2005,W0010.2005,F,7,WithCubs,4.37,83,60,2,W9403,W0010.2005,8.1,-23.55,1.383333333,2005,7,10.02,0.47,4.99,8.1,1.38,4.37,0.808383234,2.943262411,0.875751503
W0601,2005,,M,1,WithMother,4.99,18,38.5,2,W0010,W0010.2005,10.02,NA,0.467532468,2005,1,10.02,0.47,4.99,,,,1,0.994749932,1
W0010,2007,W0010.2007,F,9,WithCubs,3.7,81,58,1,W9403,W0010.2007,4.8252,-22.656,1.396551724,2007,9,7.29,0.38,4.22,4.8252,1.4,3.7,0.661893004,3.675136116,0.876777251
W0806,2007,,F,1,WithMother,4.14,15,39.5,1,W0010,W0010.2007,4.345,-22.916,0.379746835,2007,1,7.29,0.38,4.22,,,,0.596021948,0.999333776,0.981042654
W0807,2007,,M,1,WithMother,4.3,15,39,1,W0010,W0010.2007,10.2446,-23.036,0.384615385,2007,1,7.29,0.38,4.22,,,,1.405294925,1.01214575,1.018957346
W0018,2004,W0018.2004,F,6,WithCubs,4.27,82,58,1,W9504,W0018.2004,5.1486,-23.062,1.413793103,2004,6,7.32,0.44,4.8,5.1486,1.41,4.27,0.703360656,3.213166143,0.889583333
W0508,2004,,F,1,WithMother,4.8,17,38.5,1,W0018,W0018.2004,7.3242,-23.042,0.441558442,2004,1,7.32,0.44,4.8,,,,1.00057377,1.003541914,1
W0018,2006,W0018.2006,F,8,WithCubs,4.71,97,63,2,W9504,W0018.2006,6.87,-23.208,1.53968254,2006,8,9.95,0.59,5.38,6.87,1.54,4.71,0.690452261,2.609631424,0.875464684
W0710,2006,,M,1,WithMother,5.33,26,44.5,2,W0018,W0018.2006,7.74,-23.318,0.584269663,2006,1,9.95,0.59,5.38,,,,0.777889447,0.990287564,0.99070632
W0708,2006,,M,1,WithMother,5.35,22,38.5,2,W0018,W0018.2006,10.47,-23.168,0.571428571,2006,1,9.95,0.59,5.38,,,,1.052261307,0.968523002,0.994423792
W0709,2006,,F,1,WithMother,5.46,25,41.5,2,W0018,W0018.2006,11.65,-23.008,0.602409639,2006,1,9.95,0.59,5.38,,,,1.170854271,1.021033286,1.014869888
W0104,2005,W0104.2005,F,6,WithCubs,4.36,77,59,2,W9909,W0104.2005,11.35,-22.95,1.305084746,2005,6,15.59,0.46,4.9,11.35,1.31,4.36,0.728030789,2.837140752,0.889795918
W0602,2005,,F,1,WithMother,4.9,19,41,2,W0104,W0104.2005,15.59,-23.47,0.463414634,2005,1,15.59,0.46,4.9,,,,1,1.007423117,1
W0901,2008,,M,1,WithMother,5.3,25,38,2,W0104,W0104.2008,10.93,-23.204,0.657894737,2008,1,9.43,0.64,5.47,,,,1.159066808,1.027960527,0.968921389
W0902,2008,,M,1,WithMother,5.64,25,40,2,W0104,W0104.2008,7.92,-22.824,0.625,2008,1,9.43,0.64,5.47,,,,0.839872747,0.9765625,1.031078611
W0104,2009,W0104.2009,F,10,WithCubs,4.8,97,62,2,W9909,W0104.2009,5.64,-22.912,1.564516129,2009,10,4.72,1.09,5.16,5.64,1.56,4.8,1.194915254,1.435335898,0.930232558
W0901,2009,,M,2,WithMother,4.98,49,47,2,W0104,W0104.2009,4.56,-23.182,1.042553191,2009,2,4.72,1.09,5.16,,,,0.966101695,0.956470817,0.965116279
W0902,2009,,M,2,WithMother,5.33,55,48,2,W0104,W0104.2009,4.87,-23.182,1.145833333,2009,2,4.72,1.09,5.16,,,,1.031779661,1.051223241,1.032945736
W0104,2011,W0104.2011,F,12,WithCubs,4.33,78,60,2,W9909,W0104.2011,9.39,-22.968,1.3,2011,12,9.71,0.53,5.63,9.39,1.3,4.33,0.967044284,2.452830189,0.769094139
W1206,2011,,F,1,WithMother,5.47,22.5,40.5,2,W0104,W0104.2011,9.33,-23.228,0.555555556,2011,1,9.71,0.53,5.63,,,,0.960865088,1.04821803,0.971580817
W1205,2011,,F,1,WithMother,5.79,20,40,2,W0104,W0104.2011,10.08,-23.328,0.5,2011,1,9.71,0.53,5.63,,,,1.038105046,0.943396226,1.028419183
W1205,2012,,F,2,WithMother,4.99,43,48,2,W0104,W0104.2012,2.43,-23.406,0.895833333,2012,2,2.43,0.9,4.99,,,,1,0.99537037,1
W0109,2001,W0109.2001,F,8,WithCubs,3.81,76,57,1,W0121,W0109.2001,4.8448,-22.748,1.333333333,2001,8,5.55,0.44,4.1,4.8448,1.33,3.81,0.872936937,3.03030303,0.929268293
W0208,2001,,F,1,WithMother,3.9,17,38,1,W0109,W0109.2001,5.4132,-22.938,0.447368421,2001,1,5.55,0.44,4.1,,,,0.975351351,1.016746411,0.951219512
W0209,2001,,F,1,WithMother,4.3,16,37,1,W0109,W0109.2001,5.6778,-22.838,0.432432432,2001,1,5.55,0.44,4.1,,,,1.023027027,0.982800982,1.048780488
W0109,2003,W0109.2003,F,10,WithCubs,3.93,87,62,1,W0121,W0109.2003,4.7664,-23.404,1.403225806,2003,10,4.64,0.57,4.25,4.7664,1.4,3.93,1.027241379,2.46179966,0.924705882
W0413,2003,,M,1,WithMother,4.15,24,40,1,W0109,W0109.2003,4.4528,-23.504,0.6,2003,1,4.64,0.57,4.25,,,,0.959655172,1.052631579,0.976470588
W0412,2003,,F,1,WithMother,4.35,21,39,1,W0109,W0109.2003,3.6002,-23.524,0.538461538,2003,1,4.64,0.57,4.25,,,,0.775905172,0.944669365,1.023529412
W0209,2006,W0209.2006,F,6,WithCubs,4.75,81,59,2,W0121,W0209.2006,7.97,-23.378,1.372881356,2006,6,9.75,0.59,5.14,7.97,1.37,4.75,0.817435897,2.326917553,0.924124514
W0701,2006,,F,1,WithMother,5.03,20,NA,2,W0209,W0209.2006,9.56,-23.338,0.592,2006,1,9.75,0.59,5.14,,,,0.980512821,1.003389831,0.978599222
W0702,2006,,F,1,WithMother,5.25,19,NA,2,W0209,W0209.2006,9.94,-23.378,0.592,2006,1,9.75,0.59,5.14,,,,1.019487179,1.003389831,1.021400778
W0217,2010,W0217.2010,F,10,WithCubs,4.5,68,57,2,W9403,W0217.2010,15,-23.07,1.192982456,2010,10,8.1,0.37,5.18,15,1.19,4.5,1.851851852,3.224276908,0.868725869
W1103,2010,,M,1,WithMother,5.18,14,38,2,W0217,W0217.2010,8.1,-23.41,0.368421053,2010,1,8.1,0.37,5.18,,,,1,0.995732576,1
W0217,2012,W0217.2012,F,12,WithCubs,4.69,79,59,2,W9403,W0217.2012,7.59,-23.186,1.338983051,2012,12,11.85,0.35,4.93,7.59,1.34,4.69,0.640506329,3.82566586,0.951318458
W1308,2012,,M,1,WithMother,4.86,15,36,2,W0217,W0217.2012,11.34,-23.426,0.416666667,2012,1,11.85,0.35,4.93,,,,0.956962025,1.190476191,0.985801217
W1307,2012,,M,1,WithMother,4.99,10,35.5,2,W0217,W0217.2012,12.35,-23.536,0.281690141,2012,1,11.85,0.35,4.93,,,,1.042194093,0.804828974,1.012170385
W0219,2010,W0219.2010,F,10,WithCubs,4.58,80,61,2,W9008,W0219.2010,10.76,-23.37,1.31147541,2010,10,11.44,0.34,4.54,10.76,1.31,4.58,0.940559441,3.857280618,1.008810573
W1114,2010,,F,1,WithMother,4.08,14,38,2,W0219,W0219.2010,10.81,-23.26,0.368421053,2010,1,11.44,0.34,4.54,,,,0.94493007,1.083591332,0.898678414
W1113,2010,,M,1,WithMother,5,11.4,37,2,W0219,W0219.2010,12.07,-23.17,0.308108108,2010,1,11.44,0.34,4.54,,,,1.05506993,0.906200318,1.101321586
W0229,2005,W0229.2005,F,8,WithCubs,4.34,89,60,2,W9008,W0229.2005,8.82,-22.96,1.483333333,2005,8,11.41,0.53,4.51,8.82,1.48,4.34,0.773006135,2.798742138,0.962305987
W0605,2005,,F,1,WithMother,4.61,20,38,2,W0229,W0229.2005,13.15,-23.38,0.526315789,2005,1,11.41,0.53,4.51,,,,1.152497809,0.993048658,1.022172949
W0606,2005,,F,1,WithMother,4.82,20,38,2,W0229,W0229.2005,12.76,-23.17,0.526315789,2005,1,11.41,0.53,4.51,,,,1.118317266,0.993048658,1.068736142
W0604,2005,,M,1,WithMother,4.85,NA,NA,2,W0229,W0229.2005,8.31,-23.34,0.527,2005,1,11.41,0.53,4.51,,,,0.728308501,0.994339623,1.075388027
W0229,2008,W0229.2008,F,11,WithCubs,4.3,98,64.5,2,W9008,W0229.2008,16.75,-22.754,1.519379845,2008,11,12.4,0.6,4.67,16.75,1.52,4.3,1.350806452,2.532299742,0.920770878
W0903,2008,,M,1,WithMother,4.64,25,40.5,2,W0229,W0229.2008,14.12,-23.114,0.617283951,2008,1,12.4,0.6,4.67,,,,1.138709677,1.028806585,0.993576017
W0904,2008,,F,1,WithMother,4.69,23,40,2,W0229,W0229.2008,10.68,-23.124,0.575,2008,1,12.4,0.6,4.67,,,,0.861290323,0.958333333,1.004282655
W0904,2009,,F,2,WithMother,4.57,51,49,2,W0229,W0229.2009,4.92,-22.992,1.040816327,2009,2,4.89,1.06,4.83,,,,1.006134969,0.981902195,0.946169772
W0903,2009,,M,2,WithMother,5.09,60,56,2,W0229,W0229.2009,4.85,-23.152,1.071428571,2009,2,4.89,1.06,4.83,,,,0.991820041,1.010781671,1.053830228
W0231,2003,W0231.2003,F,12,WithCubs,4.61,98,65,1,W0121,W0231.2003,6.1874,-23.624,1.507692308,2003,12,3.75,0.63,5.09,6.1874,1.51,4.61,1.649973333,2.393162394,0.905697446
W0421,2003,,M,1,WithMother,5.09,26,41.5,1,W0231,W0231.2003,3.7472,-23.444,0.626506024,2003,1,3.75,0.63,5.09,,,,0.999253333,0.994454006,1
W0231,2007,W0231.2007,F,16,WithCubs,4.6,88,65,1,W0121,W0231.2007,5.3544,-23.016,1.353846154,2007,16,8.77,0.39,5.09,5.3544,1.35,4.6,0.610535918,3.471400395,0.903732809
W0808,2007,,M,1,WithMother,4.92,14,37,1,W0231,W0231.2007,10.8522,-23.226,0.378378378,2007,1,8.77,0.39,5.09,,,,1.237423033,0.970200969,0.966601179
